Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
05/15/2020,03/28/2020,03/28/2020,By week,Vermont,Week-ending,,106,0.93,14,,0,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/04/2020,04/04/2020,By week,Vermont,Week-ending,,146,1.24,13,,0,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/11/2020,04/11/2020,By week,Vermont,Week-ending,,109,0.91,,,0,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/18/2020,04/18/2020,By week,Vermont,Week-ending,,128,1.13,11,,0,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/25/2020,04/25/2020,By week,Vermont,Week-ending,11,120,1.06,,,0,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,05/02/2020,05/02/2020,By week,Vermont,Week-ending,,96,0.92,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,05/09/2020,05/09/2020,By week,Vermont,Week-ending,0,53,0.58,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/01/2020,02/01/2020,By week,Virginia,Week-ending,0,1419,1,73,0,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/08/2020,02/08/2020,By week,Virginia,Week-ending,0,1523,1.04,62,0,11,73,
05/15/2020,02/15/2020,02/15/2020,By week,Virginia,Week-ending,0,1376,0.99,58,0,,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/22/2020,02/22/2020,By week,Virginia,Week-ending,0,1438,1.03,71,0,,76,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/29/2020,02/29/2020,By week,Virginia,Week-ending,0,1382,0.98,63,0,17,80,
05/15/2020,03/07/2020,03/07/2020,By week,Virginia,Week-ending,0,1471,1.07,73,0,,80,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/14/2020,03/14/2020,By week,Virginia,Week-ending,,1418,1.04,64,0,18,83,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/21/2020,03/21/2020,By week,Virginia,Week-ending,,1439,1.03,70,,,80,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/28/2020,03/28/2020,By week,Virginia,Week-ending,25,1500,1.11,98,,,127,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/04/2020,04/04/2020,By week,Virginia,Week-ending,48,1440,1.06,104,20,,138,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/11/2020,04/11/2020,By week,Virginia,Week-ending,88,1584,1.18,132,29,,194,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/18/2020,04/18/2020,By week,Virginia,Week-ending,168,1517,1.16,132,61,,241,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/25/2020,04/25/2020,By week,Virginia,Week-ending,155,1469,1.15,113,47,,222,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,05/02/2020,05/02/2020,By week,Virginia,Week-ending,181,1406,1.09,131,76,,237,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,05/09/2020,05/09/2020,By week,Virginia,Week-ending,72,861,0.68,48,18,,104,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/01/2020,02/01/2020,By week,Washington,Week-ending,0,1195,1.02,71,0,,78,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/08/2020,02/08/2020,By week,Washington,Week-ending,0,1167,0.98,69,0,,76,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/15/2020,02/15/2020,By week,Washington,Week-ending,0,1174,0.97,84,0,11,95,
05/15/2020,02/22/2020,02/22/2020,By week,Washington,Week-ending,0,1108,0.95,66,0,,71,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/29/2020,02/29/2020,By week,Washington,Week-ending,,1129,0.96,79,,,90,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/07/2020,03/07/2020,By week,Washington,Week-ending,20,1199,1.04,98,13,16,120,
05/15/2020,03/14/2020,03/14/2020,By week,Washington,Week-ending,26,1156,1,88,16,,106,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/21/2020,03/21/2020,By week,Washington,Week-ending,60,1210,1.02,119,26,16,168,
05/15/2020,03/28/2020,03/28/2020,By week,Washington,Week-ending,116,1280,1.16,164,57,,230,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/04/2020,04/04/2020,By week,Washington,Week-ending,151,1280,1.11,158,81,,236,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/11/2020,04/11/2020,By week,Washington,Week-ending,136,1276,1.14,135,80,0,191,
05/15/2020,04/18/2020,04/18/2020,By week,Washington,Week-ending,107,1210,1.12,122,60,,173,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/25/2020,04/25/2020,By week,Washington,Week-ending,81,1126,1.09,89,39,,132,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,05/02/2020,05/02/2020,By week,Washington,Week-ending,45,689,0.63,60,23,,83,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,05/09/2020,05/09/2020,By week,Washington,Week-ending,0,43,0.04,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/01/2020,02/01/2020,By week,West Virginia,Week-ending,0,469,1,30,0,,32,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/08/2020,02/08/2020,By week,West Virginia,Week-ending,0,476,1.03,34,0,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/15/2020,02/15/2020,By week,West Virginia,Week-ending,0,471,1.01,35,0,,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/22/2020,02/22/2020,By week,West Virginia,Week-ending,0,461,1.06,25,0,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/29/2020,02/29/2020,By week,West Virginia,Week-ending,0,449,1,42,0,,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/07/2020,03/07/2020,By week,West Virginia,Week-ending,0,481,1.06,29,0,,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/14/2020,03/14/2020,By week,West Virginia,Week-ending,0,468,1.02,35,0,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/21/2020,03/21/2020,By week,West Virginia,Week-ending,0,465,0.98,35,0,,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/28/2020,03/28/2020,By week,West Virginia,Week-ending,,475,1,26,0,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/04/2020,04/04/2020,By week,West Virginia,Week-ending,,417,0.91,40,0,,45,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/11/2020,04/11/2020,By week,West Virginia,Week-ending,,431,0.93,42,,,51,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/18/2020,04/18/2020,By week,West Virginia,Week-ending,,265,0.61,17,,0,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/25/2020,04/25/2020,By week,West Virginia,Week-ending,,148,0.35,13,,0,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,05/02/2020,05/02/2020,By week,West Virginia,Week-ending,10,37,0.08,,,0,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,05/09/2020,05/09/2020,By week,West Virginia,Week-ending,0,0,0,0,0,0,0,
05/15/2020,02/01/2020,02/01/2020,By week,Wisconsin,Week-ending,0,1175,1.05,64,0,,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/08/2020,02/08/2020,By week,Wisconsin,Week-ending,0,1050,0.94,53,0,,58,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/15/2020,02/15/2020,By week,Wisconsin,Week-ending,0,1123,1.04,75,0,12,87,
05/15/2020,02/22/2020,02/22/2020,By week,Wisconsin,Week-ending,0,1156,1.12,57,0,14,71,
05/15/2020,02/29/2020,02/29/2020,By week,Wisconsin,Week-ending,0,1132,1.09,54,0,16,70,
05/15/2020,03/07/2020,03/07/2020,By week,Wisconsin,Week-ending,0,1112,1.05,62,0,15,77,
05/15/2020,03/14/2020,03/14/2020,By week,Wisconsin,Week-ending,0,1103,1.05,56,0,32,88,
05/15/2020,03/21/2020,03/21/2020,By week,Wisconsin,Week-ending,,1107,1.03,72,,19,95,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/28/2020,03/28/2020,By week,Wisconsin,Week-ending,18,1138,1.11,73,,13,103,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/04/2020,04/04/2020,By week,Wisconsin,Week-ending,74,1210,1.15,89,10,,160,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/11/2020,04/11/2020,By week,Wisconsin,Week-ending,72,1152,1.1,75,14,,140,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/18/2020,04/18/2020,By week,Wisconsin,Week-ending,69,1118,1.11,50,,,111,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/25/2020,04/25/2020,By week,Wisconsin,Week-ending,46,986,0.99,53,,0,96,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,05/02/2020,05/02/2020,By week,Wisconsin,Week-ending,54,996,0.99,48,,0,98,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,05/09/2020,05/09/2020,By week,Wisconsin,Week-ending,17,602,0.58,27,,,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/01/2020,02/01/2020,By week,Wyoming,Week-ending,0,94,1.06,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/08/2020,02/08/2020,By week,Wyoming,Week-ending,0,97,1.06,13,0,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/15/2020,02/15/2020,By week,Wyoming,Week-ending,0,75,0.8,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/22/2020,02/22/2020,By week,Wyoming,Week-ending,0,101,1.17,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/29/2020,02/29/2020,By week,Wyoming,Week-ending,0,100,1.11,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/07/2020,03/07/2020,By week,Wyoming,Week-ending,0,80,0.83,10,0,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/14/2020,03/14/2020,By week,Wyoming,Week-ending,0,85,0.91,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/21/2020,03/21/2020,By week,Wyoming,Week-ending,0,117,1.26,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/28/2020,03/28/2020,By week,Wyoming,Week-ending,0,87,1.01,,0,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/04/2020,04/04/2020,By week,Wyoming,Week-ending,0,121,1.38,10,0,0,10,
05/15/2020,04/11/2020,04/11/2020,By week,Wyoming,Week-ending,,101,1.22,,0,0,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/18/2020,04/18/2020,By week,Wyoming,Week-ending,,86,1,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/25/2020,04/25/2020,By week,Wyoming,Week-ending,,85,1.08,10,,0,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,05/02/2020,05/02/2020,By week,Wyoming,Week-ending,0,52,0.6,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,05/09/2020,05/09/2020,By week,Wyoming,Week-ending,0,32,0.34,0,0,0,0,
05/15/2020,02/01/2020,02/01/2020,By week,Puerto Rico,Week-ending,0,576,0.93,75,0,,80,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/08/2020,02/08/2020,By week,Puerto Rico,Week-ending,0,586,0.97,90,0,,95,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/15/2020,02/15/2020,By week,Puerto Rico,Week-ending,0,573,0.95,78,0,,84,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/22/2020,02/22/2020,By week,Puerto Rico,Week-ending,0,519,0.9,75,0,,77,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,02/29/2020,02/29/2020,By week,Puerto Rico,Week-ending,0,397,0.65,56,0,,60,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/07/2020,03/07/2020,By week,Puerto Rico,Week-ending,0,336,0.57,56,0,,57,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/14/2020,03/14/2020,By week,Puerto Rico,Week-ending,0,414,0.71,48,0,,51,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/21/2020,03/21/2020,By week,Puerto Rico,Week-ending,,551,0.96,79,,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,03/28/2020,03/28/2020,By week,Puerto Rico,Week-ending,11,510,0.94,76,,,81,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/04/2020,04/04/2020,By week,Puerto Rico,Week-ending,19,450,0.82,69,10,0,78,
05/15/2020,04/11/2020,04/11/2020,By week,Puerto Rico,Week-ending,19,464,0.86,68,,0,78,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/18/2020,04/18/2020,By week,Puerto Rico,Week-ending,17,411,0.78,52,,,63,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,04/25/2020,04/25/2020,By week,Puerto Rico,Week-ending,15,305,0.56,44,,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,05/02/2020,05/02/2020,By week,Puerto Rico,Week-ending,11,158,0.29,23,,,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/15/2020,05/09/2020,05/09/2020,By week,Puerto Rico,Week-ending,,48,0.09,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
